STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,CDSD,CLDD,DT00,DT32,DX32,DX70,DX90,EMNT,EMXT,HDSD,HTDD,TAVG,TMAX,TMIN
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,1994-04,0,0,0,7,0,10,0,28,84,3127,355,53.2,69,37.3
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,1994-05,0,0,0,8,0,12,0,31,79,3487,360,53.4,68.6,38.1
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,1994-06,2,2,0,3,0,29,2,30,93,3664,177,59.2,78.5,39.9
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,1994-07,2,0,0,0,0,31,0,36,83,125,125,60.9,75.9,46
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,1994-08,58,56,0,0,0,31,5,33,96,194,69,64.6,83.7,45.5
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,1994-09,77,18,0,1,0,30,3,32,92,350,155,60.4,80.2,40.7
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,1994-10,81,4,0,0,0,24,3,33,98,505,155,60,75.6,44.3
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,1994-11,81,0,0,2,0,5,0,30,77,898,392,51.9,63.3,40.5
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,1994-12,81,0,0,2,0,7,0,28,76,1305,408,51.9,63.8,39.8
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,1995-01,0,0,0,0,0,3,0,33,77,1693,387,51.6,58.7,44.6
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,1995-02,18,18,0,0,0,9,1,36,91,1948,255,56.6,68.1,45
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,1995-03,18,0,0,0,0,10,0,35,79,2264,316,54.8,65.1,44.5
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,1995-04,20,2,0,0,0,13,0,39,84,2498,234,57.3,69,45.6
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,1995-05,20,0,0,0,0,8,0,37,74,2780,282,55.6,65.5,45.7
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,1995-06,32,11,0,0,0,21,0,39,87,2924,144,60.6,72.8,48.4
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,1995-07,106,74,0,0,0,30,2,48,99,29,29,66.5,79.8,53.1
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,1995-08,166,60,0,0,0,31,3,45,94,48,19,66.3,81.8,50.9
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,1995-09,247,81,0,0,0,30,5,46,94,82,34,66.6,81.3,51.8
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,1995-10,272,25,0,0,0,23,2,43,95,211,129,61.6,73.8,49.5
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,1995-11,273,1,0,0,0,22,0,40,84,397,185,58.9,72.5,45.2
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,1995-12,273,0,0,0,0,11,0,35,80,689,292,55.6,66.3,44.9
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,1996-01,0,0,0,1,0,11,0,32,82,1033,344,53.9,65.4,42.4
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,1996-02,4,3,0,2,0,7,0,30,85,1338,306,54.2,63,45.4
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,1996-03,4,0,0,0,0,9,0,35,81,1672,333,54.2,65.9,42.6
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,1996-04,40,36,0,0,0,16,2,39,94,1836,164,60.7,73.9,47.6
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,1996-05,47,7,0,0,0,23,0,40,85,1961,125,61.2,74.3,48.1
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,1996-06,74,27,0,0,0,26,2,44,99,2060,98,62.6,76,49.3
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,1996-09,,4,0,0,0,22,0,47,82,,85,62.3,73.2,51.4
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,1996-10,,0,0,0,0,14,0,39,80,,199,58.6,69.2,48
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,1996-11,,13,0,0,0,9,0,39,86,,272,56.4,66.7,46.1
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,1996-12,,0,0,0,0,1,0,36,70,,411,51.7,60.6,42.8
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,1997-01,0,0,0,0,0,2,0,33,71,,444,50.7,58.4,43
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,1997-02,0,0,0,0,0,3,0,35,78,,353,52.4,62.7,42.1
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,1997-03,2,2,0,0,0,12,0,34,85,,311,55,67.4,42.7
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,1997-04,32,30,0,0,0,12,0,36,84,,237,58.1,68.4,47.8
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,1997-05,95,63,0,0,0,23,1,44,92,,81,64.4,75.3,53.5
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,1997-06,104,9,0,0,0,18,0,45,84,,126,61.1,70.6,51.5
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,1997-07,124,20,0,0,0,23,0,47,87,85,85,62.9,73.5,52.4
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,1997-08,218,93,0,0,0,29,2,51,99,106,21,67.3,78.5,56.1
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,1997-09,343,125,0,0,0,28,4,47,91,115,9,69.2,81.1,57.2
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,1997-10,375,32,0,0,0,18,1,42,90,243,128,61.9,72.7,51.1
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,1997-11,399,24,0,0,0,8,1,40,91,506,263,57,66.5,47.6
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,1997-12,399,0,0,0,0,2,0,33,73,912,406,51.5,60.3,42.6
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,1998-01,0,0,0,1,0,0,0,32,68,1330,418,51.5,59.5,43.6
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,1998-02,0,0,0,0,0,0,0,36,65,1728,398,50.8,57.3,44.3
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,1998-03,0,0,0,0,0,2,0,36,74,2131,402,52,60.6,43.4
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,1998-04,0,0,0,0,0,8,0,35,79,2501,370,52.7,62.7,42.7
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,1998-05,0,0,0,0,0,1,0,40,71,2835,335,54.2,62.5,45.9
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,1998-06,0,0,0,0,0,9,0,42,78,3030,195,58.5,68.3,48.7
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,1998-07,36,36,0,0,0,28,1,47,94,55,55,64.4,75.9,52.9
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,1998-08,135,99,0,0,0,31,2,45,94,80,25,67.4,80.8,54
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,1998-09,169,34,0,0,0,19,1,45,95,197,117,62.2,72,52.5
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,1999-12,,1,0,0,0,11,0,36,79,,285,55.8,68.3,43.3
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,2000-01,0,0,0,0,0,4,0,36,73,,336,54.2,63.8,44.5
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,2000-02,0,0,0,0,0,2,0,40,76,,369,52.3,59.5,45
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,2000-03,0,0,0,0,0,10,0,37,78,,340,54,65,43.1
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,2000-04,0,0,0,0,0,14,0,39,86,,229,57.4,70,44.8
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,2000-05,15,15,0,0,0,19,0,39,88,,147,60.8,73.6,48
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,2000-06,29,14,0,0,0,27,0,44,85,,69,63.2,75.3,51
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,2000-07,64,34,0,0,0,29,2,45,95,66,66,64,77.8,50.1
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,2000-08,132,69,0,0,0,30,2,47,94,95,28,66.3,80.6,52
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,2000-09,180,48,0,0,0,28,1,42,95,152,57,64.7,78.2,51.2
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,2000-10,180,0,0,0,0,15,0,41,82,365,213,58.1,68.7,47.6
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,2000-11,180,0,0,2,0,12,0,31,77,723,358,53.1,66.7,39.4
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,2000-12,180,0,0,0,0,11,0,33,80,1047,324,54.2,67.9,40.5
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,2001-05,,4,0,0,0,21,0,41,87,,127,61,72.8,49.2
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,2001-06,,13,0,0,0,28,0,43,87,,70,63.1,77.3,48.9
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,2001-07,,30,0,0,0,31,0,48,88,47,47,64.5,76.3,52.6
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,2001-08,,31,0,0,0,31,0,48,87,67,21,65.3,79,51.6
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,2001-09,,47,0,0,0,29,3,46,95,118,50,64.9,78.7,51.1
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,2001-10,,20,0,0,0,22,1,43,91,261,143,61,73.7,48.3
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,2001-11,,3,0,0,0,13,0,34,80,503,241,57.1,67.5,46.6
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,2001-12,,0,0,0,0,4,0,33,76,947,444,50.7,60.7,40.6
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,2002-01,0,0,0,7,0,6,0,27,81,1414,467,49.9,63,36.8
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,2002-02,4,4,0,2,0,12,0,28,87,1709,295,54.6,69,40.2
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,2002-03,4,0,0,0,0,5,0,34,77,2117,407,51.9,64.3,39.5
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,2002-04,4,0,0,0,0,5,0,36,77,2454,337,53.7,65.1,42.4
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,2002-05,9,6,0,0,0,11,0,39,88,2702,248,57.2,70.2,44.2
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,2002-06,17,8,0,0,0,27,0,43,86,2812,110,61.6,74.8,48.4
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,2002-07,51,34,0,0,0,31,0,47,86,44,44,64.7,77.2,52.1
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,2002-08,82,31,0,0,0,30,0,47,88,64,20,65.4,78.6,52.3
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,2002-09,188,106,0,0,0,27,6,46,98,99,35,67.4,82.3,52.4
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,2002-10,212,24,0,0,0,12,2,42,98,305,206,59.1,70.6,47.6
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,2002-11,237,25,0,0,0,21,0,39,86,448,143,61.1,73.6,48.5
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,2002-12,237,0,0,0,0,3,0,34,76,836,388,52.5,63.2,41.8
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,2003-01,15,15,0,0,0,20,1,38,90,1002,166,60.1,73.4,46.8
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,2003-02,15,0,0,0,0,3,0,35,73,1324,321,53.5,63.7,43.3
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,2003-03,16,2,0,0,0,13,0,37,81,1566,243,57.2,69.1,45.3
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,2003-04,16,0,0,0,0,6,0,38,81,1844,277,55.7,65.5,46
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,2003-05,26,10,0,0,0,17,1,40,90,2027,183,59.4,71.1,47.7
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,2003-06,36,10,0,0,0,22,1,45,90,2122,94,62.2,72.7,51.7
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,2003-07,194,157,0,0,0,31,3,51,99,0,0,70.1,83.6,56.5
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,2003-08,360,166,0,0,0,31,8,50,96,0,0,70.4,85.1,55.6
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,2003-09,417,56,0,0,0,30,1,48,92,8,7,66.6,79.7,53.6
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,2003-10,504,88,0,0,0,27,9,44,95,77,69,65.6,79.9,51.3
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,2003-11,504,0,0,0,0,8,0,37,78,361,284,55.5,67.2,43.9
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,2003-12,504,0,0,1,0,4,0,31,78,689,328,53.3,62.6,43.9
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,2004-01,1,1,0,0,0,7,0,35,76,1009,319,54.4,64.5,44.3
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,2004-08,,87,0,0,0,31,0,52,89,,0,67.8,79.8,55.8
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,2004-09,,164,0,0,0,30,12,48,99,,15,70,84.2,55.7
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,2004-10,,14,0,0,0,23,1,43,92,,125,61.4,73.7,49.2
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,2004-11,,0,0,0,0,15,0,33,80,,248,56.7,68.7,44.7
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,2004-12,,4,0,0,0,10,0,33,84,,304,55.3,66.7,44
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,2005-01,10,10,0,0,0,13,0,37,83,,291,55.9,66.2,45.7
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,2005-02,10,0,0,0,0,8,0,41,77,,238,56.5,65.4,47.7
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,2005-03,10,0,0,0,0,12,0,42,80,,231,57.6,67.2,48
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,2005-04,10,0,0,0,0,17,0,40,82,,198,58.4,71.2,45.6
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,2005-05,46,36,0,0,0,24,2,45,95,,91,63.2,75.7,50.8
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,2005-06,57,10,0,0,0,30,0,44,84,,52,63.6,75.5,51.7
