STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,CDSD,CLDD,DP01,DP10,DSND,DSNW,DT00,DT32,DX32,DX70,DX90,EMNT,EMSD,EMSN,EMXP,EMXT,HDSD,HTDD,PRCP,SNOW,TAVG,TMAX,TMIN
USC00421168,"CANYONLANDS THE NEEDLES, UT US",38.1678,-109.7597,1495.3,1976-05,42,42,8,3,0,0,0,2,0,24,1,30,0,0,0.5,90,,146,1.16,0,61.5,77.1,46
USC00421168,"CANYONLANDS THE NEEDLES, UT US",38.1678,-109.7597,1495.3,1976-06,204,162,2,0,0,0,0,0,0,28,13,42,0,0,0.09,101,,25,0.14,0,70.1,87.8,52.3
USC00421168,"CANYONLANDS THE NEEDLES, UT US",38.1678,-109.7597,1495.3,1976-07,646,442,5,3,0,0,0,0,0,31,27,52,0,0,0.28,105,0,0,0.63,0,79.7,96.3,63.2
USC00421168,"CANYONLANDS THE NEEDLES, UT US",38.1678,-109.7597,1495.3,1976-08,953,307,6,2,0,0,0,0,0,31,22,48,0,0,0.49,96,0,0,0.79,0,74.9,90.8,59
USC00421168,"CANYONLANDS THE NEEDLES, UT US",38.1678,-109.7597,1495.3,1976-09,1062,109,6,2,0,0,0,0,0,26,4,40,0,0,0.4,96,63,63,0.72,0,66.5,81.6,51.4
USC00421168,"CANYONLANDS THE NEEDLES, UT US",38.1678,-109.7597,1495.3,1976-10,1065,3,1,1,0,0,0,16,0,12,0,20,0,0,0.29,83,530,467,0.29,0,50,67,33.1
USC00421168,"CANYONLANDS THE NEEDLES, UT US",38.1678,-109.7597,1495.3,1976-11,1065,0,1,0,0,0,2,27,2,0,0,-4,0,0,0.02,68,1286,755,0.02,0,39.8,56.8,22.8
USC00421168,"CANYONLANDS THE NEEDLES, UT US",38.1678,-109.7597,1495.3,1976-12,1065,0,0,0,0,0,0,31,0,0,0,3,0,0,0,49,2480,1194,0,0,26.5,43.4,9.6
USC00421168,"CANYONLANDS THE NEEDLES, UT US",38.1678,-109.7597,1495.3,1977-01,0,0,4,2,11,0,5,31,9,0,0,-6,2,0,0.11,48,3697,1217,0.37,0,25.7,38.8,12.6
USC00421168,"CANYONLANDS THE NEEDLES, UT US",38.1678,-109.7597,1495.3,1977-02,0,0,3,1,0,1,0,27,0,0,0,11,0,2,0.5,63,4500,803,0.53,2,35.2,51.8,18.7
USC00421168,"CANYONLANDS THE NEEDLES, UT US",38.1678,-109.7597,1495.3,1977-03,0,0,3,1,1,0,0,28,0,1,0,12,3,0,0.16,70,5319,819,0.32,0,38.6,53.1,24.1
USC00421168,"CANYONLANDS THE NEEDLES, UT US",38.1678,-109.7597,1495.3,1977-04,6,6,1,0,0,0,0,11,0,17,0,21,0,0,0.09,82,5650,331,0.09,0,53.8,70.5,37.1
USC00421168,"CANYONLANDS THE NEEDLES, UT US",38.1678,-109.7597,1495.3,1977-05,30,24,1,0,0,0,0,3,0,24,1,28,0,0,0.01,92,5775,125,0.01,0,61.2,76.3,46.1
USC00421168,"CANYONLANDS THE NEEDLES, UT US",38.1678,-109.7597,1495.3,1977-06,375,345,0,0,0,0,0,0,0,30,28,42,0,0,0,106,5775,0,0,0,76.5,94.6,58.4
USC00421168,"CANYONLANDS THE NEEDLES, UT US",38.1678,-109.7597,1495.3,1977-07,797,421,7,4,0,0,0,0,0,31,27,54,0,0,0.98,100,0,0,1.93,0,78.6,94.9,62.3
USC00421168,"CANYONLANDS THE NEEDLES, UT US",38.1678,-109.7597,1495.3,1977-08,1203,406,5,3,0,0,0,0,0,31,27,47,0,0,0.8,102,0,0,1.43,0,78.1,94.1,62.2
USC00421168,"CANYONLANDS THE NEEDLES, UT US",38.1678,-109.7597,1495.3,1977-09,1391,188,2,0,0,0,0,0,0,30,9,38,0,0,0.04,98,11,11,0.05,0,70.9,86.3,55.5
USC00421168,"CANYONLANDS THE NEEDLES, UT US",38.1678,-109.7597,1495.3,1977-10,,,4,2,0,0,,,,,,,0,0,0.45,,,,0.59,0,,,
USC00421168,"CANYONLANDS THE NEEDLES, UT US",38.1678,-109.7597,1495.3,1977-11,,0,1,1,,,0,23,0,2,0,13,,,0.54,74,,667,0.54,,41.2,56.1,26.3
USC00421168,"CANYONLANDS THE NEEDLES, UT US",38.1678,-109.7597,1495.3,1977-12,,0,4,3,2,0,0,28,1,0,0,8,2,0,0.16,65,,872,0.44,0,36.9,50,23.8
USC00421168,"CANYONLANDS THE NEEDLES, UT US",38.1678,-109.7597,1495.3,1978-01,0,0,10,6,6,0,0,30,0,0,0,5,7,0.3,0.2,51,,1028,1,0.3,31.9,40.3,23.4
USC00421168,"CANYONLANDS THE NEEDLES, UT US",38.1678,-109.7597,1495.3,1978-02,0,0,6,2,,0,0,23,0,0,0,12,,0,0.14,61,,801,0.32,0,36.4,46.5,26.3
USC00421168,"CANYONLANDS THE NEEDLES, UT US",38.1678,-109.7597,1495.3,1978-03,0,0,11,3,0,0,0,14,0,6,0,18,0,0,0.29,76,,536,0.84,0,47.2,60.8,33.7
USC00421168,"CANYONLANDS THE NEEDLES, UT US",38.1678,-109.7597,1495.3,1978-04,0,0,7,2,0,0,0,7,0,19,0,22,0,0,0.21,80,,279,0.45,0,54.2,70.4,38.1
USC00421168,"CANYONLANDS THE NEEDLES, UT US",38.1678,-109.7597,1495.3,1978-05,40,40,2,2,0,0,0,3,0,24,1,29,0,0,0.3,90,,158,0.44,0,60.7,77,44.4
USC00421168,"CANYONLANDS THE NEEDLES, UT US",38.1678,-109.7597,1495.3,1978-06,330,290,1,0,0,0,0,0,0,30,21,39,0,0,0.02,98,,6,0.02,0,74.5,91.3,57.7
USC00421168,"CANYONLANDS THE NEEDLES, UT US",38.1678,-109.7597,1495.3,1978-07,772,441,2,1,0,0,0,0,0,31,31,48,0,0,0.15,105,0,0,0.2,0,79.2,97.4,61.1
USC00421168,"CANYONLANDS THE NEEDLES, UT US",38.1678,-109.7597,1495.3,1978-08,1127,355,1,0,0,0,0,0,0,31,26,44,0,0,0.01,102,0,0,0.01,0,76.4,94.2,58.7
USC00421168,"CANYONLANDS THE NEEDLES, UT US",38.1678,-109.7597,1495.3,1978-09,1226,99,4,0,0,0,0,0,0,28,8,33,0,0,0.06,98,72,72,0.14,0,65.9,84.2,47.6
USC00421168,"CANYONLANDS THE NEEDLES, UT US",38.1678,-109.7597,1495.3,1978-10,1227,1,4,2,0,0,0,5,0,20,0,28,0,0,1.1,88,276,204,1.32,0,58,77,39
USC00421168,"CANYONLANDS THE NEEDLES, UT US",38.1678,-109.7597,1495.3,1978-11,1227,0,5,3,,0,0,21,0,4,0,19,,0.3,0.51,74,942,666,1.26,0.4,42,54.5,29.6
USC00421168,"CANYONLANDS THE NEEDLES, UT US",38.1678,-109.7597,1495.3,1978-12,1227,0,5,5,30,1,5,31,14,0,0,-15,9,3.5,0.52,54,2294,1351,1.5,3.5,21.4,33.4,9.4
USC00421168,"CANYONLANDS THE NEEDLES, UT US",38.1678,-109.7597,1495.3,1979-01,0,0,4,1,,6,6,31,21,0,0,-12,,5,0.26,45,3643,1349,0.45,19.8,21.5,31.3,11.7
USC00421168,"CANYONLANDS THE NEEDLES, UT US",38.1678,-109.7597,1495.3,1979-02,0,0,,,,0,5,28,6,0,0,-8,,0.5,,57,4712,1070,,0.5,26.8,40,13.6
USC00421168,"CANYONLANDS THE NEEDLES, UT US",38.1678,-109.7597,1495.3,1979-03,,,4,3,,,0,20,,,,19,,,0.32,,,,0.91,,,,29.1
USC00421168,"CANYONLANDS THE NEEDLES, UT US",38.1678,-109.7597,1495.3,1979-04,,5,2,2,2,1,0,10,0,17,0,22,2,2,0.25,78,,377,0.45,2,52.6,67.4,37.8
USC00421168,"CANYONLANDS THE NEEDLES, UT US",38.1678,-109.7597,1495.3,1979-05,,42,6,4,1,0,0,2,0,25,0,32,2,0,0.92,89,,158,2.2,0,61.2,76.6,45.9
USC00421168,"CANYONLANDS THE NEEDLES, UT US",38.1678,-109.7597,1495.3,1979-06,,193,1,0,0,0,0,0,0,29,18,36,0,0,0.05,103,,43,0.05,0,70,89.3,50.8
USC00421168,"CANYONLANDS THE NEEDLES, UT US",38.1678,-109.7597,1495.3,1979-07,,398,5,3,0,0,0,0,0,31,27,52,0,0,0.42,104,0,0,0.9,0,77.8,96.1,59.6
USC00421168,"CANYONLANDS THE NEEDLES, UT US",38.1678,-109.7597,1495.3,1979-08,,271,8,4,0,0,0,0,0,29,21,48,0,0,0.14,103,0,0,0.63,0,74.3,91.8,56.8
USC00421168,"CANYONLANDS THE NEEDLES, UT US",38.1678,-109.7597,1495.3,1979-09,,146,1,0,0,0,0,0,0,30,16,41,0,0,0.03,99,11,10,0.03,0,69.5,90.5,48.6
USC00421168,"CANYONLANDS THE NEEDLES, UT US",38.1678,-109.7597,1495.3,1979-10,,6,2,2,0,0,0,6,0,22,1,19,0,0,0.51,90,254,243,0.71,0,56.8,75.4,38.2
USC00421168,"CANYONLANDS THE NEEDLES, UT US",38.1678,-109.7597,1495.3,1979-11,,0,7,4,7,3,0,27,3,0,0,6,9,7.2,0.74,57,1185,931,1.44,12.2,32.9,45.7,20
USC00421168,"CANYONLANDS THE NEEDLES, UT US",38.1678,-109.7597,1495.3,1979-12,,0,4,2,6,1,0,30,3,0,0,2,13,5,0.44,51,2322,1137,0.89,5.5,27.1,40.7,13.5
USC00421168,"CANYONLANDS THE NEEDLES, UT US",38.1678,-109.7597,1495.3,1980-01,0,0,6,4,7,2,0,18,5,0,0,12,8,2,0.76,60,3167,845,1.53,3.7,35.8,42.9,28.7
USC00421168,"CANYONLANDS THE NEEDLES, UT US",38.1678,-109.7597,1495.3,1980-02,0,0,9,3,0,0,0,14,0,0,0,21,0,0,0.15,65,3777,610,0.59,0,42.5,52.3,32.7
USC00421168,"CANYONLANDS THE NEEDLES, UT US",38.1678,-109.7597,1495.3,1980-03,0,0,4,4,,,0,18,0,0,0,14,,,0.85,66,4358,581,1.32,,43.5,56.8,30.2
USC00421168,"CANYONLANDS THE NEEDLES, UT US",38.1678,-109.7597,1495.3,1980-04,2,2,2,2,0,0,0,9,0,10,0,20,0,0,0.8,84,4780,423,1.1,0,50.2,64.1,36.3
USC00421168,"CANYONLANDS THE NEEDLES, UT US",38.1678,-109.7597,1495.3,1980-05,8,6,4,2,0,0,0,1,0,17,0,29,0,0,0.4,88,4990,210,0.97,0,57.7,72.5,42.9
USC00421168,"CANYONLANDS THE NEEDLES, UT US",38.1678,-109.7597,1495.3,1980-06,238,230,0,0,0,0,0,0,0,30,21,38,0,0,0,102,4997,7,0,0,72.4,92.1,52.8
USC00421168,"CANYONLANDS THE NEEDLES, UT US",38.1678,-109.7597,1495.3,1980-07,632,394,2,0,0,0,0,0,0,30,30,50,0,0,0.07,102,0,0,0.08,0,78.6,99,58.2
USC00421168,"CANYONLANDS THE NEEDLES, UT US",38.1678,-109.7597,1495.3,1980-08,900,269,2,2,0,0,0,0,0,29,18,41,0,0,0.41,104,3,3,0.56,0,74.6,92.7,56.6
USC00421168,"CANYONLANDS THE NEEDLES, UT US",38.1678,-109.7597,1495.3,1980-09,965,65,5,4,0,0,0,0,0,28,8,33,0,0,0.32,93,51,48,0.86,0,65.5,84.2,46.7
USC00421168,"CANYONLANDS THE NEEDLES, UT US",38.1678,-109.7597,1495.3,1980-10,966,0,5,5,0,0,0,11,0,11,0,21,0,0,0.7,88,464,413,2.07,0,51.2,67.9,34.5
USC00421168,"CANYONLANDS THE NEEDLES, UT US",38.1678,-109.7597,1495.3,1980-11,966,0,2,2,1,1,0,25,0,5,0,10,1,2,0.22,76,1193,729,0.32,2,40.7,55.3,26.1
USC00421168,"CANYONLANDS THE NEEDLES, UT US",38.1678,-109.7597,1495.3,1980-12,966,0,3,2,0,0,0,28,0,0,0,13,0,0,0.5,65,2070,877,0.85,0,36.7,51.6,21.8
USC00421168,"CANYONLANDS THE NEEDLES, UT US",38.1678,-109.7597,1495.3,1981-01,0,0,4,1,0,0,0,31,0,0,0,11,0,0.5,0.35,56,3044,974,0.46,0.5,33.6,49.3,17.9
USC00421168,"CANYONLANDS THE NEEDLES, UT US",38.1678,-109.7597,1495.3,1981-02,0,0,3,0,0,0,0,26,0,0,0,10,0,0,0.07,68,3808,763,0.1,0,36.6,53.4,19.7
USC00421168,"CANYONLANDS THE NEEDLES, UT US",38.1678,-109.7597,1495.3,1981-03,0,0,11,7,0,0,0,22,0,0,0,17,0,0,0.27,65,4527,720,1.31,0,41.8,55.7,27.8
USC00421168,"CANYONLANDS THE NEEDLES, UT US",38.1678,-109.7597,1495.3,1981-04,3,3,4,3,0,0,0,6,0,19,0,21,0,0,0.44,86,4799,271,1.17,0,56,72.8,39.3
USC00421168,"CANYONLANDS THE NEEDLES, UT US",38.1678,-109.7597,1495.3,1981-05,26,23,4,1,0,0,0,1,0,27,0,32,0,0,0.13,88,4966,168,0.26,0,60.3,76.9,43.7
USC00421168,"CANYONLANDS THE NEEDLES, UT US",38.1678,-109.7597,1495.3,1981-06,330,304,4,3,0,0,0,0,0,30,21,34,0,0,0.22,103,4982,15,0.5,0,74.6,92.7,56.6
USC00421168,"CANYONLANDS THE NEEDLES, UT US",38.1678,-109.7597,1495.3,1981-07,736,406,8,5,0,0,0,0,0,31,26,49,0,0,0.78,102,0,0,2.27,0,78.1,94.5,61.7
USC00421168,"CANYONLANDS THE NEEDLES, UT US",38.1678,-109.7597,1495.3,1981-08,1020,284,10,6,0,0,0,0,0,31,23,48,0,0,0.33,100,1,1,1.36,0,74.1,91.6,56.7
USC00421168,"CANYONLANDS THE NEEDLES, UT US",38.1678,-109.7597,1495.3,1981-09,1129,109,6,4,0,0,0,0,0,30,5,39,0,0,0.22,91,13,13,0.67,0,68.2,84.2,52.2
USC00421168,"CANYONLANDS THE NEEDLES, UT US",38.1678,-109.7597,1495.3,1981-10,1132,3,10,6,0,0,0,7,0,8,0,24,0,0,0.53,83,400,386,1.91,0,52.6,66.3,39
USC00421168,"CANYONLANDS THE NEEDLES, UT US",38.1678,-109.7597,1495.3,1981-11,1132,0,4,1,2,2,0,24,0,2,0,14,2,2.3,0.13,70,1059,659,0.27,3.8,43,57.9,28.2
USC00421168,"CANYONLANDS THE NEEDLES, UT US",38.1678,-109.7597,1495.3,1981-12,1132,0,3,1,0,0,0,29,0,0,0,7,0,0,0.11,60,2029,970,0.17,0,33.7,46.9,20.5
USC00421168,"CANYONLANDS THE NEEDLES, UT US",38.1678,-109.7597,1495.3,1982-01,0,0,5,2,8,3,1,28,4,0,0,-1,3,3,0.24,58,3084,1055,0.52,5.3,30,43.4,16.6
USC00421168,"CANYONLANDS THE NEEDLES, UT US",38.1678,-109.7597,1495.3,1982-02,0,0,3,2,3,2,2,24,2,0,0,-5,2,3.5,0.13,64,3831,747,0.34,5.5,34.5,47.8,21.3
USC00421168,"CANYONLANDS THE NEEDLES, UT US",38.1678,-109.7597,1495.3,1982-03,0,0,10,1,0,0,0,21,0,0,0,15,0,0,0.14,68,4435,603,0.51,0,44.2,58.4,30
USC00421168,"CANYONLANDS THE NEEDLES, UT US",38.1678,-109.7597,1495.3,1982-04,0,0,2,0,0,0,0,16,0,14,0,16,0,0,0.04,79,4833,398,0.05,0,50.5,68.1,32.9
USC00421168,"CANYONLANDS THE NEEDLES, UT US",38.1678,-109.7597,1495.3,1982-05,21,21,2,2,0,0,0,0,0,24,0,34,0,0,0.18,89,4969,136,0.28,0,60.8,77.7,43.9
USC00421168,"CANYONLANDS THE NEEDLES, UT US",38.1678,-109.7597,1495.3,1982-06,168,147,2,0,0,0,0,0,0,30,12,34,0,0,0.04,99,4989,19,0.08,0,69.3,87.6,50.9
USC00421168,"CANYONLANDS THE NEEDLES, UT US",38.1678,-109.7597,1495.3,1982-07,555,387,6,3,0,0,0,0,0,31,22,42,0,0,0.67,101,3,3,1.11,0,77.4,93.9,60.8
USC00421168,"CANYONLANDS THE NEEDLES, UT US",38.1678,-109.7597,1495.3,1982-08,850,295,7,5,0,0,0,0,0,28,19,44,0,0,0.53,98,3,0,1.3,0,75.7,91.1,60.3
USC00421168,"CANYONLANDS THE NEEDLES, UT US",38.1678,-109.7597,1495.3,1982-09,960,110,9,5,0,0,0,0,0,24,5,35,0,0,0.65,96,57,54,1.64,0,67.1,82.7,51.5
USC00421168,"CANYONLANDS THE NEEDLES, UT US",38.1678,-109.7597,1495.3,1982-10,960,0,2,1,0,0,0,17,0,7,0,19,0,0,0.45,76,518,461,0.46,0,49.1,65.7,32.5
USC00421168,"CANYONLANDS THE NEEDLES, UT US",38.1678,-109.7597,1495.3,1982-11,960,0,5,2,0,0,0,24,0,0,0,11,0,0,0.14,64,1335,816,0.32,0,37.8,50.4,25.1
USC00421168,"CANYONLANDS THE NEEDLES, UT US",38.1678,-109.7597,1495.3,1982-12,960,0,5,3,0,1,0,29,3,0,0,2,0,1,0.2,53,2343,1008,0.54,1,31.1,42.6,19.6
USC00421168,"CANYONLANDS THE NEEDLES, UT US",38.1678,-109.7597,1495.3,1983-01,0,0,6,2,1,2,0,31,0,0,0,3,1,2,0.19,52,3362,1018,0.33,3,30.8,43.5,18.1
USC00421168,"CANYONLANDS THE NEEDLES, UT US",38.1678,-109.7597,1495.3,1983-02,0,0,6,2,0,1,0,25,0,0,0,18,0,1.5,0.19,62,4096,734,0.41,2,38.8,51.7,25.8
USC00421168,"CANYONLANDS THE NEEDLES, UT US",38.1678,-109.7597,1495.3,1983-03,0,0,12,4,0,0,0,18,0,1,0,22,0,0,0.28,71,4735,639,1.03,0,43.7,56.3,31.1
USC00421168,"CANYONLANDS THE NEEDLES, UT US",38.1678,-109.7597,1495.3,1983-04,0,0,5,2,,0,0,16,0,4,0,17,,0,0.32,78,5254,519,0.46,0,46.7,60.4,33.1
USC00421168,"CANYONLANDS THE NEEDLES, UT US",38.1678,-109.7597,1495.3,1983-05,43,43,4,3,0,0,0,2,0,20,4,28,0,0,0.36,92,5460,206,0.61,0,59.7,75.3,44.1
USC00421168,"CANYONLANDS THE NEEDLES, UT US",38.1678,-109.7597,1495.3,1983-06,202,159,7,3,0,0,0,0,0,29,12,39,0,0,0.48,96,5492,32,0.92,0,69.2,85.7,52.7
USC00421168,"CANYONLANDS THE NEEDLES, UT US",38.1678,-109.7597,1495.3,1983-07,547,346,9,3,0,0,0,0,0,29,19,49,0,0,0.57,100,0,0,1.76,0,77,91.7,62.3
USC00421168,"CANYONLANDS THE NEEDLES, UT US",38.1678,-109.7597,1495.3,1983-08,885,338,4,0,0,0,0,0,0,28,26,49,0,0,0.07,98,0,0,0.12,0,77.2,92.7,61.6
USC00421168,"CANYONLANDS THE NEEDLES, UT US",38.1678,-109.7597,1495.3,1983-09,1011,126,7,2,0,0,0,1,0,25,14,30,0,0,0.34,96,40,40,0.76,0,68.5,86.7,50.2
USC00421168,"CANYONLANDS THE NEEDLES, UT US",38.1678,-109.7597,1495.3,1983-10,1015,4,3,2,0,0,0,11,0,19,0,27,0,0,0.15,82,333,293,0.27,0,54.7,71.7,37.7
USC00421168,"CANYONLANDS THE NEEDLES, UT US",38.1678,-109.7597,1495.3,1983-11,1015,0,4,4,2,2,0,19,0,4,0,13,1,2,0.63,72,1024,691,1.41,3,41.4,53.9,28.8
USC00421168,"CANYONLANDS THE NEEDLES, UT US",38.1678,-109.7597,1495.3,1983-12,1015,0,7,4,5,3,0,31,2,0,0,3,5,6,0.36,54,2005,980,0.96,12.5,32.4,42.1,22.6
USC00421168,"CANYONLANDS THE NEEDLES, UT US",38.1678,-109.7597,1495.3,1984-01,0,0,2,1,2,2,5,31,5,0,0,-7,2,2,0.1,45,3255,1251,0.15,4,23.1,37.1,9.2
USC00421168,"CANYONLANDS THE NEEDLES, UT US",38.1678,-109.7597,1495.3,1984-02,0,0,2,1,0,1,0,28,0,0,0,10,0,1,0.14,54,4206,951,0.19,1,31.2,45.8,16.7
USC00421168,"CANYONLANDS THE NEEDLES, UT US",38.1678,-109.7597,1495.3,1984-03,0,0,8,4,0,0,0,23,0,1,0,13,0,0,0.38,70,4883,677,0.95,0,42.5,58.1,27
USC00421168,"CANYONLANDS THE NEEDLES, UT US",38.1678,-109.7597,1495.3,1984-04,0,0,10,4,0,1,0,20,0,10,0,23,0,2,0.59,84,5407,524,1.63,2,47.5,63.7,31.4
USC00421168,"CANYONLANDS THE NEEDLES, UT US",38.1678,-109.7597,1495.3,1984-05,96,96,3,0,0,0,0,3,0,28,12,27,0,0,0.03,97,5505,98,0.07,0,64.9,84,45.9
USC00421168,"CANYONLANDS THE NEEDLES, UT US",38.1678,-109.7597,1495.3,1984-06,269,173,9,4,0,0,0,0,0,25,14,33,0,0,0.69,99,5550,45,1.87,0,69.5,86.7,52.2
USC00421168,"CANYONLANDS THE NEEDLES, UT US",38.1678,-109.7597,1495.3,1984-07,643,374,11,5,0,0,0,0,0,30,25,51,0,0,0.43,101,0,0,1.58,0,77.6,93.6,61.6
USC00421168,"CANYONLANDS THE NEEDLES, UT US",38.1678,-109.7597,1495.3,1984-08,947,304,10,7,0,0,0,0,0,29,23,52,0,0,0.86,95,0,0,2.09,0,75.6,90.8,60.5
USC00421168,"CANYONLANDS THE NEEDLES, UT US",38.1678,-109.7597,1495.3,1984-09,1089,141,4,1,0,0,0,1,0,28,9,29,0,0,0.14,95,46,46,0.25,0,68.4,85.3,51.6
USC00421168,"CANYONLANDS THE NEEDLES, UT US",38.1678,-109.7597,1495.3,1984-10,1092,3,12,4,0,0,0,12,0,10,0,22,0,0.5,0.53,82,507,461,1.48,0.5,49.8,62.9,36.7
USC00421168,"CANYONLANDS THE NEEDLES, UT US",38.1678,-109.7597,1495.3,1984-11,1092,0,2,0,1,0,0,25,0,1,0,10,1,0,0.07,71,1255,748,0.08,0,40.1,56.2,23.9
USC00421168,"CANYONLANDS THE NEEDLES, UT US",38.1678,-109.7597,1495.3,1984-12,1092,0,3,2,4,3,0,28,1,0,0,9,3,3,0.3,53,2306,1051,0.56,8,31.1,41.9,20.3
USC00421168,"CANYONLANDS THE NEEDLES, UT US",38.1678,-109.7597,1495.3,1985-01,0,0,5,2,3,2,0,31,3,0,0,8,2,3,0.14,53,3436,1130,0.46,5.5,28.6,40,17.1
USC00421168,"CANYONLANDS THE NEEDLES, UT US",38.1678,-109.7597,1495.3,1985-02,0,0,5,0,10,3,3,25,5,0,0,-8,4,2.5,0.08,59,4371,936,0.2,5.2,29.3,45,13.5
USC00421168,"CANYONLANDS THE NEEDLES, UT US",38.1678,-109.7597,1495.3,1985-03,0,0,11,4,,2,0,21,0,2,0,10,,12,1.1,73,5029,658,2.59,24,43.2,58.3,28.2
USC00421168,"CANYONLANDS THE NEEDLES, UT US",38.1678,-109.7597,1495.3,1985-04,2,2,8,4,0,0,0,5,0,19,0,21,0,0,0.45,83,5328,299,1.27,0,54.5,71.8,37.1
USC00421168,"CANYONLANDS THE NEEDLES, UT US",38.1678,-109.7597,1495.3,1985-05,44,42,7,3,0,0,0,2,0,27,0,31,0,0,0.23,88,5426,98,0.65,0,63.2,79.8,46.6
USC00421168,"CANYONLANDS THE NEEDLES, UT US",38.1678,-109.7597,1495.3,1985-06,283,238,3,1,0,0,0,0,0,30,22,38,0,0,0.11,100,5440,14,0.2,0,72.5,92.3,52.6
USC00421168,"CANYONLANDS THE NEEDLES, UT US",38.1678,-109.7597,1495.3,1985-07,691,409,10,4,0,0,0,0,0,31,24,53,0,0,0.32,105,0,0,1.3,0,78.2,95.1,61.3
USC00421168,"CANYONLANDS THE NEEDLES, UT US",38.1678,-109.7597,1495.3,1985-08,1059,368,0,0,0,0,0,0,0,31,31,49,0,0,0,100,0,0,0,0,76.9,94.9,58.8
USC00421168,"CANYONLANDS THE NEEDLES, UT US",38.1678,-109.7597,1495.3,1985-09,1135,76,10,6,0,0,0,2,0,26,2,27,0,0,0.43,97,114,114,1.52,0,63.9,79.2,48.5
USC00421168,"CANYONLANDS THE NEEDLES, UT US",38.1678,-109.7597,1495.3,1985-10,1135,0,8,5,0,0,0,4,0,18,0,29,0,0,0.39,83,469,355,1.57,0,53.1,68.6,37.7
USC00421168,"CANYONLANDS THE NEEDLES, UT US",38.1678,-109.7597,1495.3,1985-11,1135,0,7,3,2,0,0,17,0,1,0,14,1,0.5,0.34,70,1159,690,0.71,0.7,42,54,29.9
