STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,AWND,CDSD,CLDD,DP01,DP10,DSND,DSNW,DT00,DT32,DX32,DX70,DX90,EMNT,EMSD,EMSN,EMXP,EMXT,HDSD,HTDD,PRCP,PSUN,SNOW,TAVG,TMAX,TMIN,TSUN,WDF2,WDF5,WSF2,WSF5
USW00012859,"MIAMI WEATHER SERVICE OFFICE CITY, FL US",25.71667,-80.28333,4.6,1951-03,,342,154,4,3,0,0,0,0,0,30,0,48,0,0,0.39,79,302,8,0.9,,0,69.7,74.8,64.5,,,,,
USW00012859,"MIAMI WEATHER SERVICE OFFICE CITY, FL US",25.71667,-80.28333,4.6,1951-04,,574,231,9,5,0,0,0,0,0,29,0,52,0,0,2.46,86,307,5,5.3,,0,72.5,77.6,67.4,,,,,
USW00012859,"MIAMI WEATHER SERVICE OFFICE CITY, FL US",25.71667,-80.28333,4.6,1951-05,,920,346,5,5,0,0,0,0,0,31,2,60,0,0,0.75,90,307,0,2.17,,0,76.2,83.1,69.3,,,,,
USW00012859,"MIAMI WEATHER SERVICE OFFICE CITY, FL US",25.71667,-80.28333,4.6,1951-06,,1358,438,13,10,0,0,0,0,0,30,0,66,0,0,1.01,89,307,0,5.19,,0,79.6,85.5,73.6,,,,,
USW00012859,"MIAMI WEATHER SERVICE OFFICE CITY, FL US",25.71667,-80.28333,4.6,1951-07,,1845,487,19,11,0,0,0,0,0,31,0,68,0,0,1.28,89,0,0,7.46,,0,80.7,85.8,75.6,,,,,
USW00012859,"MIAMI WEATHER SERVICE OFFICE CITY, FL US",25.71667,-80.28333,4.6,1951-08,,2399,554,15,9,0,0,0,0,0,31,7,72,0,0,1.19,92,0,0,5.26,,0,82.8,88.2,77.5,,,,,
USW00012859,"MIAMI WEATHER SERVICE OFFICE CITY, FL US",25.71667,-80.28333,4.6,1951-09,,2927,529,13,7,0,0,0,0,0,30,1,73,0,0,1.87,90,0,0,3.15,,0,82.6,87.2,78.1,,,,,
USW00012859,"MIAMI WEATHER SERVICE OFFICE CITY, FL US",25.71667,-80.28333,4.6,1951-10,,3325,397,14,5,0,0,0,0,0,31,0,65,0,0,3.26,87,0,0,8.01,,0,77.8,82.7,72.9,,,,,
USW00012859,"MIAMI WEATHER SERVICE OFFICE CITY, FL US",25.71667,-80.28333,4.6,1951-11,,3532,207,7,3,0,0,0,0,0,27,0,43,0,0,0.22,85,33,33,0.69,,0,70.8,77,64.6,,,,,
USW00012859,"MIAMI WEATHER SERVICE OFFICE CITY, FL US",25.71667,-80.28333,4.6,1951-12,,3787,255,4,2,0,0,0,0,0,30,0,50,0,0,0.21,81,44,11,0.45,,0,72.9,76.8,68.9,,,,,
USW00012859,"MIAMI WEATHER SERVICE OFFICE CITY, FL US",25.71667,-80.28333,4.6,1952-01,,175,175,5,1,0,0,0,0,0,27,0,44,0,0,0.46,80,89,45,0.65,,0,69.2,74.8,63.6,,,,,
USW00012859,"MIAMI WEATHER SERVICE OFFICE CITY, FL US",25.71667,-80.28333,4.6,1952-02,,274,99,9,6,0,0,0,0,0,25,0,46,0,0,0.58,84,130,40,2.04,,0,67,74,60,,,,,
USW00012859,"MIAMI WEATHER SERVICE OFFICE CITY, FL US",25.71667,-80.28333,4.6,1952-03,,525,250,7,5,0,0,0,0,0,30,0,46,0,0,0.72,87,140,10,2.55,,0,72.8,78,67.4,,,,,
USW00012859,"MIAMI WEATHER SERVICE OFFICE CITY, FL US",25.71667,-80.28333,4.6,1952-04,,733,208,2,1,0,0,0,0,0,28,0,50,0,0,1.58,86,154,13,1.6,,0,71.5,77.3,65.7,,,,,
USW00012859,"MIAMI WEATHER SERVICE OFFICE CITY, FL US",25.71667,-80.28333,4.6,1952-05,,1111,378,7,2,0,0,0,0,0,31,0,63,0,0,0.77,86,154,0,1.61,,0,77.2,81.2,73.2,,,,,
USW00012859,"MIAMI WEATHER SERVICE OFFICE CITY, FL US",25.71667,-80.28333,4.6,1952-06,,1607,495,6,3,0,0,0,0,0,30,1,71,0,0,0.29,90,154,0,0.78,,0,81.5,86.2,76.9,,,,,
USW00012859,"MIAMI WEATHER SERVICE OFFICE CITY, FL US",25.71667,-80.28333,4.6,1952-07,,2117,510,12,6,0,0,0,0,0,31,0,72,0,0,1.9,89,0,0,3.22,,0,81.4,86.2,76.7,,,,,
USW00012859,"MIAMI WEATHER SERVICE OFFICE CITY, FL US",25.71667,-80.28333,4.6,1952-08,,2640,523,14,8,0,0,0,0,0,31,2,70,0,0,1.59,91,0,0,4.22,,0,81.9,87.6,76.1,,,,,
USW00012859,"MIAMI WEATHER SERVICE OFFICE CITY, FL US",25.71667,-80.28333,4.6,1952-09,,3126,486,13,10,0,0,0,0,0,30,2,69,0,0,1.61,90,0,0,4.88,,0,81.2,86.2,76.2,,,,,
USW00012859,"MIAMI WEATHER SERVICE OFFICE CITY, FL US",25.71667,-80.28333,4.6,1952-10,,3488,363,23,16,0,0,0,0,0,31,0,58,0,0,6.94,86,0,0,17.81,,0,76.7,81.5,71.9,,,,,
USW00012859,"MIAMI WEATHER SERVICE OFFICE CITY, FL US",25.71667,-80.28333,4.6,1952-11,,3718,229,3,1,0,0,0,0,0,28,0,51,0,0,0.14,81,12,12,0.21,,0,72.2,76.9,67.6,,,,,
USW00012859,"MIAMI WEATHER SERVICE OFFICE CITY, FL US",25.71667,-80.28333,4.6,1952-12,,3845,127,4,3,0,0,0,0,0,26,0,41,0,0,0.54,80,59,47,0.88,,0,67.4,74,60.9,,,,,
USW00012859,"MIAMI WEATHER SERVICE OFFICE CITY, FL US",25.71667,-80.28333,4.6,1953-01,,115,115,8,4,0,0,0,0,0,23,0,47,0,0,2.53,81,123,63,4.25,,0,66.6,72,61.4,,,,,
USW00012859,"MIAMI WEATHER SERVICE OFFICE CITY, FL US",25.71667,-80.28333,4.6,1953-02,,252,137,7,4,0,0,0,0,0,27,0,46,0,0,1.31,81,137,14,2.67,,0,69.4,75.1,63.7,,,,,
USW00012859,"MIAMI WEATHER SERVICE OFFICE CITY, FL US",25.71667,-80.28333,4.6,1953-03,,516,264,4,3,0,0,0,0,0,31,0,49,0,0,0.45,85,145,8,0.77,,0,73.3,78.6,67.9,,,,,
USW00012859,"MIAMI WEATHER SERVICE OFFICE CITY, FL US",25.71667,-80.28333,4.6,1953-04,,801,285,5,3,0,0,0,0,0,30,0,55,0,0,1.98,87,145,0,3.65,,0,74.5,79.9,69.1,,,,,
USW00012859,"MIAMI WEATHER SERVICE OFFICE CITY, FL US",25.71667,-80.28333,4.6,1953-05,,1233,432,10,8,0,0,0,0,0,31,0,65,0,0,2.02,86,145,0,5.69,,0,78.9,82.8,75,,,,,
USW00012859,"MIAMI WEATHER SERVICE OFFICE CITY, FL US",25.71667,-80.28333,4.6,1953-06,,1666,433,21,12,0,0,0,0,0,30,3,67,0,0,2.92,91,145,0,9.32,,0,79.4,84.7,74.2,,,,,
USW00012859,"MIAMI WEATHER SERVICE OFFICE CITY, FL US",25.71667,-80.28333,4.6,1953-07,,2164,498,16,10,0,0,0,0,0,31,1,68,0,0,1.79,90,0,0,6.36,,0,81.1,86,76.1,,,,,
USW00012859,"MIAMI WEATHER SERVICE OFFICE CITY, FL US",25.71667,-80.28333,4.6,1953-08,,2692,528,15,6,0,0,0,0,0,31,0,72,0,0,2.66,89,0,0,5.93,,0,82,86.3,77.8,,,,,
USW00012859,"MIAMI WEATHER SERVICE OFFICE CITY, FL US",25.71667,-80.28333,4.6,1953-09,,3162,470,23,12,0,0,0,0,0,30,0,70,0,0,3.02,89,0,0,11.82,,0,80.7,86.1,75.2,,,,,
USW00012859,"MIAMI WEATHER SERVICE OFFICE CITY, FL US",25.71667,-80.28333,4.6,1953-10,,3465,303,18,15,0,0,0,0,0,30,0,57,0,0,3.46,87,2,2,12.94,,0,74.7,80.8,68.6,,,,,
USW00012859,"MIAMI WEATHER SERVICE OFFICE CITY, FL US",25.71667,-80.28333,4.6,1953-11,,3681,217,13,6,0,0,0,0,0,29,0,47,0,0,1.64,84,12,10,3.64,,0,71.9,77.7,66.1,,,,,
USW00012859,"MIAMI WEATHER SERVICE OFFICE CITY, FL US",25.71667,-80.28333,4.6,1953-12,,3878,197,9,5,0,0,0,0,0,25,0,45,0,0,1.47,82,68,56,3.26,,0,69.5,75.2,63.9,,,,,
USW00012859,"MIAMI WEATHER SERVICE OFFICE CITY, FL US",25.71667,-80.28333,4.6,1954-01,,150,150,6,1,0,0,0,0,0,27,0,44,0,0,0.41,83,99,30,0.6,,0,68.8,75.1,62.6,,,,,
USW00012859,"MIAMI WEATHER SERVICE OFFICE CITY, FL US",25.71667,-80.28333,4.6,1954-02,,242,92,6,2,0,0,0,0,0,26,0,51,0,0,1.76,80,121,22,2.27,,0,67.5,74.3,60.7,,,,,
USW00012859,"MIAMI WEATHER SERVICE OFFICE CITY, FL US",25.71667,-80.28333,4.6,1954-03,,398,157,5,3,0,0,0,0,0,27,0,47,0,0,0.71,85,170,49,1.71,,0,68.6,74.8,62.4,,,,,
USW00012859,"MIAMI WEATHER SERVICE OFFICE CITY, FL US",25.71667,-80.28333,4.6,1954-04,,704,305,13,7,0,0,0,0,0,30,0,60,0,0,2.12,87,170,0,8.67,,0,75.2,80.6,69.7,,,,,
USW00012859,"MIAMI WEATHER SERVICE OFFICE CITY, FL US",25.71667,-80.28333,4.6,1954-05,,1089,385,13,10,0,0,0,0,0,31,0,64,0,0,3.18,89,170,0,10.11,,0,77.4,83.2,71.7,,,,,
USW00012859,"MIAMI WEATHER SERVICE OFFICE CITY, FL US",25.71667,-80.28333,4.6,1954-06,,1531,442,17,12,0,0,0,0,0,30,0,69,0,0,2.14,89,170,0,11.21,,0,79.7,85.3,74.2,,,,,
USW00012859,"MIAMI WEATHER SERVICE OFFICE CITY, FL US",25.71667,-80.28333,4.6,1954-07,,2034,502,17,9,0,0,0,0,0,31,1,68,0,0,2.15,91,0,0,5.24,,0,81.2,86.8,75.6,,,,,
USW00012859,"MIAMI WEATHER SERVICE OFFICE CITY, FL US",25.71667,-80.28333,4.6,1954-08,,2596,562,9,7,0,0,0,0,0,31,12,72,0,0,1.05,94,0,0,3.1,,0,83.1,88.8,77.5,,,,,
USW00012859,"MIAMI WEATHER SERVICE OFFICE CITY, FL US",25.71667,-80.28333,4.6,1954-09,,3069,473,18,11,0,0,0,0,0,30,2,70,0,0,0.88,92,0,0,5.23,,0,80.8,85.7,75.9,,,,,
USW00012859,"MIAMI WEATHER SERVICE OFFICE CITY, FL US",25.71667,-80.28333,4.6,1954-10,,3408,339,14,8,0,0,0,0,0,31,0,57,0,0,1.41,88,0,0,4.85,,0,75.9,81.3,70.6,,,,,
USW00012859,"MIAMI WEATHER SERVICE OFFICE CITY, FL US",25.71667,-80.28333,4.6,1954-11,,3572,164,7,2,0,0,0,0,0,29,0,55,0,0,2.1,84,5,5,2.49,,0,70.3,76.7,63.9,,,,,
USW00012859,"MIAMI WEATHER SERVICE OFFICE CITY, FL US",25.71667,-80.28333,4.6,1954-12,,3665,92,1,1,0,0,0,0,0,24,0,40,0,0,0.18,78,78,73,0.18,,0,65.6,72.3,58.9,,,,,
USW00012859,"MIAMI WEATHER SERVICE OFFICE CITY, FL US",25.71667,-80.28333,4.6,1955-01,,92,92,4,3,0,0,0,0,0,23,0,40,0,0,0.2,82,169,92,0.55,,0,65,72.9,57.1,,,,,
USW00012859,"MIAMI WEATHER SERVICE OFFICE CITY, FL US",25.71667,-80.28333,4.6,1955-02,,199,107,10,4,0,0,0,0,0,24,0,39,0,0,0.2,81,210,40,0.87,,0,67.4,73.2,61.6,,,,,
USW00012859,"MIAMI WEATHER SERVICE OFFICE CITY, FL US",25.71667,-80.28333,4.6,1955-03,,414,215,3,3,0,0,0,0,0,30,0,48,0,0,0.26,85,225,15,0.6,,0,71.4,76.7,66.2,,,,,
USW00012859,"MIAMI WEATHER SERVICE OFFICE CITY, FL US",25.71667,-80.28333,4.6,1955-04,,685,271,8,3,0,0,0,0,0,30,0,58,0,0,1.26,87,225,0,1.95,,0,74,79.7,68.4,,,,,
USW00012859,"MIAMI WEATHER SERVICE OFFICE CITY, FL US",25.71667,-80.28333,4.6,1955-05,,1038,353,9,6,0,0,0,0,0,31,0,59,0,0,1.31,88,225,0,3.04,,0,76.4,82,70.8,,,,,
USW00012859,"MIAMI WEATHER SERVICE OFFICE CITY, FL US",25.71667,-80.28333,4.6,1955-06,,1460,422,10,9,0,0,0,0,0,30,1,69,0,0,2.88,90,225,0,7.67,,0,79.1,84.2,73.9,,,,,
USW00012859,"MIAMI WEATHER SERVICE OFFICE CITY, FL US",25.71667,-80.28333,4.6,1955-07,,1932,471,15,9,0,0,0,0,0,31,1,69,0,0,1.22,90,0,0,4.28,,0,80.2,85.5,74.9,,,,,
USW00012859,"MIAMI WEATHER SERVICE OFFICE CITY, FL US",25.71667,-80.28333,4.6,1955-08,,2464,532,15,8,0,0,0,0,0,31,10,69,0,0,1.98,93,0,0,5.98,,0,82.2,88.4,75.9,,,,,
USW00012859,"MIAMI WEATHER SERVICE OFFICE CITY, FL US",25.71667,-80.28333,4.6,1955-09,,2946,483,22,8,0,0,0,0,0,30,0,70,0,0,2.23,89,0,0,6.41,,0,81.1,86.5,75.6,,,,,
USW00012859,"MIAMI WEATHER SERVICE OFFICE CITY, FL US",25.71667,-80.28333,4.6,1955-10,,3296,350,11,5,0,0,0,0,0,31,0,59,0,0,2.56,88,0,0,5.11,,0,76.3,81.9,70.7,,,,,
USW00012859,"MIAMI WEATHER SERVICE OFFICE CITY, FL US",25.71667,-80.28333,4.6,1955-11,,3543,247,5,2,0,0,0,0,0,29,0,47,0,0,0.57,83,10,10,0.8,,0,72.9,78.4,67.3,,,,,
USW00012859,"MIAMI WEATHER SERVICE OFFICE CITY, FL US",25.71667,-80.28333,4.6,1955-12,,3685,142,11,8,0,0,0,0,0,29,0,45,0,0,0.54,82,35,25,3.13,,0,68.8,75.7,61.8,,,,,
USW00012859,"MIAMI WEATHER SERVICE OFFICE CITY, FL US",25.71667,-80.28333,4.6,1956-01,,67,67,3,2,0,0,0,0,0,19,0,39,0,0,1.1,79,162,127,1.3,,0,63,70.6,55.4,,,,,
USW00012859,"MIAMI WEATHER SERVICE OFFICE CITY, FL US",25.71667,-80.28333,4.6,1956-02,,239,172,4,2,0,0,0,0,0,27,0,50,0,0,0.36,85,179,16,0.57,,0,70.4,74.8,66,,,,,
USW00012859,"MIAMI WEATHER SERVICE OFFICE CITY, FL US",25.71667,-80.28333,4.6,1956-03,,413,173,2,1,0,0,0,0,0,29,0,44,0,0,0.11,84,211,32,0.14,,0,69.6,75.5,63.6,,,,,
USW00012859,"MIAMI WEATHER SERVICE OFFICE CITY, FL US",25.71667,-80.28333,4.6,1956-04,,638,225,5,3,0,0,0,0,0,30,0,54,0,0,2.57,88,211,0,3.21,,0,72.5,77.9,67.1,,,,,
USW00012859,"MIAMI WEATHER SERVICE OFFICE CITY, FL US",25.71667,-80.28333,4.6,1956-05,,1039,401,8,5,0,0,0,0,0,31,1,67,0,0,0.47,90,211,0,1.69,,0,77.9,82.5,73.3,,,,,
USW00012859,"MIAMI WEATHER SERVICE OFFICE CITY, FL US",25.71667,-80.28333,4.6,1956-06,,1467,428,10,9,0,0,0,0,0,30,0,67,0,0,1.46,89,211,0,4.88,,0,79.3,85.2,73.4,,,,,
USW00012859,"MIAMI WEATHER SERVICE OFFICE CITY, FL US",25.71667,-80.28333,4.6,1956-07,,1976,509,9,4,0,0,0,0,0,31,2,65,0,0,0.99,92,0,0,1.78,,0,81.4,86.6,76.3,,,,,
USW00012859,"MIAMI WEATHER SERVICE OFFICE CITY, FL US",25.71667,-80.28333,4.6,1956-08,,2516,540,10,8,0,0,0,0,0,31,10,69,0,0,1.41,94,0,0,5.13,,0,82.4,88.8,76.1,,,,,
USW00012859,"MIAMI WEATHER SERVICE OFFICE CITY, FL US",25.71667,-80.28333,4.6,1956-09,,2940,423,22,15,0,0,0,0,0,30,1,69,0,0,1.66,90,0,0,9.84,,0,79.1,84.6,73.6,,,,,
USW00012859,"MIAMI WEATHER SERVICE OFFICE CITY, FL US",25.71667,-80.28333,4.6,1956-10,,3316,376,14,8,0,0,0,0,0,31,0,65,0,0,1.18,88,0,0,4.24,,0,77.1,83.2,71.1,,,,,
USW00012859,"MIAMI WEATHER SERVICE OFFICE CITY, FL US",25.71667,-80.28333,4.6,1956-11,,3469,152,11,3,0,0,0,0,0,27,0,42,0,0,0.21,84,53,53,0.82,,0,68.3,75.8,60.8,,,,,
USW00012859,"MIAMI WEATHER SERVICE OFFICE CITY, FL US",25.71667,-80.28333,4.6,1956-12,,3676,208,4,0,0,0,0,0,0,24,0,44,0,0,0.09,81,101,48,0.14,,0,70.2,76,64.3,,,,,
USW00012859,"MIAMI WEATHER SERVICE OFFICE CITY, FL US",25.71667,-80.28333,4.6,1957-01,,162,162,3,0,0,0,0,0,0,28,0,48,0,0,0.06,81,125,24,0.08,,0,69.5,76,62.9,,,,,
USW00012859,"MIAMI WEATHER SERVICE OFFICE CITY, FL US",25.71667,-80.28333,4.6,1957-02,,343,181,9,8,0,0,0,0,0,28,0,55,0,0,2.68,83,126,0,6.15,,0,71.4,77.3,65.5,,,,,
USW00012859,"MIAMI WEATHER SERVICE OFFICE CITY, FL US",25.71667,-80.28333,4.6,1957-03,,514,171,8,4,0,0,0,0,0,29,0,48,0,0,1.33,85,148,22,3.31,,0,69.8,77.1,62.5,,,,,
USW00012859,"MIAMI WEATHER SERVICE OFFICE CITY, FL US",25.71667,-80.28333,4.6,1957-04,,817,303,16,9,0,0,0,0,0,29,0,63,0,0,1.24,86,148,0,4.91,,0,75.4,80,70.8,,,,,
USW00012859,"MIAMI WEATHER SERVICE OFFICE CITY, FL US",25.71667,-80.28333,4.6,1957-05,,1218,401,14,10,0,0,0,0,0,31,0,65,0,0,4.6,87,148,0,9.06,,0,77.9,82.6,73.3,,,,,
USW00012859,"MIAMI WEATHER SERVICE OFFICE CITY, FL US",25.71667,-80.28333,4.6,1957-06,,1695,477,13,7,0,0,0,0,0,30,2,69,0,0,1.72,93,148,0,4.52,,0,80.9,85.8,76,,,,,
USW00012859,"MIAMI WEATHER SERVICE OFFICE CITY, FL US",25.71667,-80.28333,4.6,1957-07,,2233,538,15,8,0,0,0,0,0,31,6,68,0,0,2.83,94,0,0,8.39,,0,82.3,87.9,76.7,,,,,
USW00012859,"MIAMI WEATHER SERVICE OFFICE CITY, FL US",25.71667,-80.28333,4.6,1957-08,,2750,517,24,11,0,0,0,0,0,31,5,69,0,0,2.53,92,0,0,10.1,,0,81.7,87.8,75.5,,,,,
USW00012859,"MIAMI WEATHER SERVICE OFFICE CITY, FL US",25.71667,-80.28333,4.6,1957-09,,3223,474,19,13,0,0,0,0,0,30,1,70,0,0,1.33,91,0,0,5.8,,0,80.8,85.5,76.1,,,,,
USW00012859,"MIAMI WEATHER SERVICE OFFICE CITY, FL US",25.71667,-80.28333,4.6,1957-10,,3565,342,12,9,0,0,0,0,0,30,0,53,0,0,2,87,5,5,5.52,,0,75.9,81.9,69.9,,,,,
USW00012859,"MIAMI WEATHER SERVICE OFFICE CITY, FL US",25.71667,-80.28333,4.6,1957-11,,3840,275,6,3,0,0,0,0,0,30,0,60,0,0,6.3,84,5,0,11.88,,0,74.2,79.3,69.1,,,,,
USW00012859,"MIAMI WEATHER SERVICE OFFICE CITY, FL US",25.71667,-80.28333,4.6,1957-12,,3942,102,11,5,0,0,0,0,0,25,0,34,0,0,0.87,77,85,79,2.26,,0,65.7,71.5,59.9,,,,,
USW00012859,"MIAMI WEATHER SERVICE OFFICE CITY, FL US",25.71667,-80.28333,4.6,1958-01,,32,32,12,7,0,0,0,0,0,15,0,38,0,0,2.1,76,214,130,5.95,,0,61.8,67.8,55.9,,,,,
